"km100","km10","coord_system","taxon","tvk"
"NZ","00 01 02 06 07 08 09 10 11 12 18 19 20 21 30 32 40 41 50 51 53 60 61 70 71 72 80 81 90","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SC","16 17 26 27 28 36 37 38 39 47 48 49","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SD","08 09 16 17 18 19 20 21 26 27 28 29 30 31 32 33 34 37 39 40 41 42 43 44 45 46 47 48 49 50 51 53 55 58 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SE","00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SH","12 13 22 23 24 27 28 29 32 33 36 37 38 39 43 44 45 46 47 48 49 51 52 53 54 55 56 57 58 60 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 87 88 90 91 92 93 95 97 98","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SJ","02 03 07 08 16 17 18 21 25 26 27 28 29 32 33 34 35 36 37 38 39 42 43 44 45 46 47 48 49 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SK","02 03 04 05 06 07 08 09 10 11 14 15 16 17 18 19 20 22 25 26 27 28 29 35 36 37 38 39 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 63 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SN","75 76 77 78 79 85 86 87 88 89 97 99","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SO","80 81 90 91 92","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SP","00 01 02 03 10 11 12 13 14 19 20 21 22 23 25 30 31 32 33 40 41 42 43 44 50 51 52 55 56 57 59 60 61 62 63 64 65 66 69 70 73 74 75 76 77 78 80 81 82 83 84 86 87 90 91 92 93 94 95 98 99","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SS","11 14 38 39 43 48 49 58 68 77 78 79 87 88 96","OSGB","Arctocorisa germari","NHMSYS0000527506"
"ST","06 16 26 41 45 50 51 54 55 56 57 60 61 62 63 64 65 66 67 68 71 72 73 74 75 76 77 78 82 84 85 86 87 88 89 90 92 93 95 96 97 98 99","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SU","05 06 07 08 09 14 15 16 17 18 19 27 28 29 36 37 38 39 48 49 58 59 69 78 79 88 89 99","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SV","80 81 90 91","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SW","52 65 73 81 95 96","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SX","03 06 14 16 17 18 26 27 28 96","OSGB","Arctocorisa germari","NHMSYS0000527506"
"SY","07 18 28 39 48 49 58 66 67 68 77 87 97","OSGB","Arctocorisa germari","NHMSYS0000527506"
"TA","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 31 32 33 40 41 42","OSGB","Arctocorisa germari","NHMSYS0000527506"
"TF","00 01 02 03 04 06 07 08 09 10 15 16 17 18 19 20 21 25 26 30 31 32 33 34 40 42 43 44 45 48 49 50 52 55 56 57 58 64 70 74 80 84 94","OSGB","Arctocorisa germari","NHMSYS0000527506"
"TG","24 33 50 51","OSGB","Arctocorisa germari","NHMSYS0000527506"
"TL","00 01 02 03 04 05 06 07 09 10 11 12 13 14 15 16 20 21 22 23 24 25 30 31 32 35 39 42 49 67 77 78 79 87 88 89 95 96 98 99","OSGB","Arctocorisa germari","NHMSYS0000527506"
"TM","08 15 16 26 27 36 37 57","OSGB","Arctocorisa germari","NHMSYS0000527506"
"TQ","01 05 06 07 09 14 15 17 18 19 25 27 35 39 80 91","OSGB","Arctocorisa germari","NHMSYS0000527506"
"TR","01 02 12 23 24 27 33 34 37 46 47","OSGB","Arctocorisa germari","NHMSYS0000527506"
"HP","40 50 51 60 61","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"HT","93 94","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"HU","14 15 16 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 53 54 55 56 57 58 59 66 67 68 69","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"HX","62","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"HY","10 20 21 22 30 31 32 33 34 40 41 42 43 44 45 50 51 52 53 54 55 60 61 62 63 64 73 74 75","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"HZ","16 17 26 27","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NC","36 37 50 56 66 70 74 75 76 80 81 84 85 86 90 91 92 93 94 95 96","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"ND","01 02 03 04 05 06 07 12 13 14 15 16 17 23 24 25 26 27 28 29 33 34 35 36 37 38 39 47 48 49","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NF","19 60 66 67 70 71 72 73 74 75 76 77 80 81 84 85 86 87 88 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NG","09 20 63 64 75 76 80 86 90 92 93 94 95 96 98","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NH","01 03 05 10 12 15 16 20 21 22 23 25 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 51 52 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NJ","00 01 02 03 04 05 06 10 11 12 13 14 15 16 17 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NK","02 03 04 05 06 13 14 15","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NL","57 58 68 69 79 93 94","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NM","04 05 15 16 21 22 23 24 25 26 31 32 33 34 35 40 41 42 43 44 45 46 47 48 52 53 54 55 56 60 62 63 64 65 66 67 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NN","00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 38 39 40 41 42 43 45 48 50 51 52 53 54 55 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NO","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NR","15 16 24 25 26 27 34 35 36 37 38 39 46 47 48 49 50 51 56 57 58 59 60 61 62 63 64 65 68 69 70 71 72 73 75 76 77 78 79 82 83 84 88 89 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NS","00 02 03 04 05 06 08 09 10 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NT","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NU","00 01 02 03 04 05 10 11 12 13 14 20 21 22 23","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NW","95 96 97","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NX","03 04 05 06 07 08 09 13 14 15 16 17 18 19 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NY","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"NZ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SC","16 17 26 27 28 36 37 38 39 47 48 49","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SD","08 09 16 17 18 19 20 21 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SE","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 56 57 58 61 63 67 68 72 73 74 76 77 78 82 83 84 85 86 87 88 91 92 93 94 95 96 97 98","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SJ","00 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SK","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SM","50 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SN","00 03 04 10 11 12 14 15 20 21 22 24 25 30 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 65 67 68 69 70 71 72 73 74 80 81 82 83 84 85 90 91 92 93 94 96","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SO","00 01 02 03 04 05 06 08 09 10 11 14 15 16 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SR","89 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SS","09 10 11 14 19 20 31 38 39 40 41 48 50 51 53 54 60 61 62 63 64 70 71 72 73 74 77 78 79 80 82 83 84 87 88 89 90 91 92 93 94 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"ST","00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SU","00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 34 36 37 38 39 40 41 42 45 46 47 48 49 50 51 52 53 55 56 57 58 59 60 61 62 63 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SW","32 42 43 53 54 61 62 63 64 65 71 72 73 74 75 76 81 83 84 85 86 87 93 94 95 96 97 98","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SX","03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SY","07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"SZ","07 08 09 19 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"TA","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 31 32 33 40 41 42","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"TF","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"TV","49 59 69","OSGB","Callicorixa praeusta","NHMSYS0000527507"
"HP","40 50 51 60 61","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"HT","93 94","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"HU","14 15 16 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 53 54 55 56 57 58 59 66 67 68 69","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"HW","83","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"HX","62","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"HY","10 20 21 22 30 31 32 33 34 40 41 42 43 44 45 50 51 52 53 54 55 60 61 62 63 64 73 75","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"HZ","16 17 26 27","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"","74 91 92 93","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NB","00 01 02 03 10 11 12 13 14 20 21 22 23 24 25 31 32 33 34 35 40 41 42 43 44 45 46 52 53 54 55 56 90 91","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NC","00 01 02 03 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 30 31 33 35 36 37 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"ND","01 02 03 04 05 06 07 12 13 14 15 16 17 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 47 48 49","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NF","09 19 60 67 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 95 96 97 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NG","08 09 13 14 15 18 19 20 23 24 25 26 29 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 76 77 78 79 80 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NH","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NJ","00 01 02 03 04 05 06 10 11 12 13 14 15 16 17 20 21 22 23 24 25 26 27 30 31 32 33 34 35 40 41 42 43 44 45 50 51 54 55 60 61 70 71 81 91","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NL","57 58 68 69 79","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NM","16 19 21 24 29 32 38 39 46 47 48 49 51 52 57 59 60 61 62 67 72 77 78 79 85 87 88 89 96 97 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NN","00 01 03 04 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NO","00 01 02 03 04 05 06 07 08 09 10 12 15 16 17 18 19 20 26 27 28 29 37 38 39 47 48 49 58 59 77 78","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NR","15 16 24 25 26 27 34 35 36 37 38 39 44 45 46 47 48 50 51 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 82 83 84 85 86 92 93 94 95 96","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NS","00 01 02 03 04 05 06 07 08 09 14 15 17 18 19 20 21 23 26 29 36 37 39 40 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NT","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 40 41 42 43 44 45 47 50 54 55 56 60 61 64 65 66 70 71 75 80 81 82 90 91 92 93","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NU","00 01 02 03 10 11 12","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NW","97","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NX","05 06 07 08 09 13 15 16 17 18 19 25 26 27 28 29 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 77 78 79 84 85 87 88 89 90 91 92 95 96 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NY","00 01 02 03 04 07 09 10 11 12 13 14 17 19 20 21 22 23 24 27 28 29 30 31 32 33 34 35 38 39 40 41 42 43 44 45 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"NZ","00 01 02 03 04 05 06 07 08 09 10 11 12 19 20 40 50 60 61 70 71 80 90","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"SC","37 38 39 48 49","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"SD","08 09 17 18 19 28 29 37 38 39 48 49 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"SE","00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 38 48 49 58 59 67 68 69 78 79 88 89 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"SH","23 29 34 37 38 39 43 44 45 46 47 48 49 50 51 52 54 55 56 57 58 60 61 62 63 64 65 66 67 68 71 72 73 74 75 76 77 81 82 83 84 85 86 87 92 93 94 95 96 97","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"SJ","03 04 05 06 07 14 15 16 17 22 23 24 25 26 35 77 78 85 86 88 94 95 96 97 98 99","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"SK","04 05 06 07 08 09 14 15 16 17 18 19 24 25 26 27 28 29 35 36 37 38 39","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"TA","09 42","OSGB","Callicorixa wollastoni","NHMSYS0000527508"
"SC","16 26","OSGB","Corixa affinis","NHMSYS0000527509"
"SD","20","OSGB","Corixa affinis","NHMSYS0000527509"
"SH","13 24 27 28 29 36 37 38 39 49 58 68 88 97 98","OSGB","Corixa affinis","NHMSYS0000527509"
"SJ","08 18 27 28 29 36 37 38 39 48","OSGB","Corixa affinis","NHMSYS0000527509"
"SM","50 62 70 71 72 73 80 82 83 84 93 94","OSGB","Corixa affinis","NHMSYS0000527509"
"SN","00 15 20 30","OSGB","Corixa affinis","NHMSYS0000527509"
"SO","60","OSGB","Corixa affinis","NHMSYS0000527509"
"SR","89 99","OSGB","Corixa affinis","NHMSYS0000527509"
"SS","09 19 38 39 48 87 96","OSGB","Corixa affinis","NHMSYS0000527509"
"ST","04 06 16 17 18 24 25 26 27 28 33 34 35 36 37 38 39 47 48 57 58 59 69","OSGB","Corixa affinis","NHMSYS0000527509"
"SU","20 21 30 31 40 41 50 51 60 70 80 90","OSGB","Corixa affinis","NHMSYS0000527509"
"SV","80 81 90","OSGB","Corixa affinis","NHMSYS0000527509"
"SY","97","OSGB","Corixa affinis","NHMSYS0000527509"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Corixa affinis","NHMSYS0000527509"
"TA","12 13 15 18 21 22 23 24 26 27 30 31 32 33 40 41","OSGB","Corixa affinis","NHMSYS0000527509"
"TF","20 21 22 23 24 30 31 32 33 34 40 41 42 43 44 45 48 49 50 51 52 55 56 57 58 61 62 63 64 71 74 84 94","OSGB","Corixa affinis","NHMSYS0000527509"
"TG","03 04 14 24 32 33 40 41 42 50 51","OSGB","Corixa affinis","NHMSYS0000527509"
"TL","39 49 80 90 91","OSGB","Corixa affinis","NHMSYS0000527509"
"TM","00 01 02 03 11 12 13 21 22 23 33 34 44 45 46 57 58 59","OSGB","Corixa affinis","NHMSYS0000527509"
"TQ","00 10 11 20 21 30 31 40 41 48 50 51 52 56 57 58 60 61 62 63 65 66 67 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 86 87 88 89 91 92 93 96 97 98 99","OSGB","Corixa affinis","NHMSYS0000527509"
"TR","01 02 03 06 07 09 12 13 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Corixa affinis","NHMSYS0000527509"
"TV","49 59 69","OSGB","Corixa affinis","NHMSYS0000527509"
"NG","70 80 81 90 91","OSGB","Corixa dentipes","NHMSYS0000527514"
"NH","00 10 11 12 20 21 22 30 31 40 42 52 53 62 63 70 72 73 74 80 81 82 83 91 92 93 94 95","OSGB","Corixa dentipes","NHMSYS0000527514"
"NJ","01 02 03 05 12 13 14 15 20 24 25 40 50 51 60 61 70 71 80 81 90 91","OSGB","Corixa dentipes","NHMSYS0000527514"
"NK","13","OSGB","Corixa dentipes","NHMSYS0000527514"
